id,a,b,c,d,e,f,g,h,i,j,k,l,m,n
524,45,2,177906,5,11,2,9,4,0,0,1,1,59,0
14564,29,2,113923,1,10,4,7,3,0,1,1,1,18,0
851,27,2,90981,7,12,2,0,0,0,1,1,1,56,0
1901,52,1,22155,5,11,2,0,0,0,0,1,1,41,0
23503,40,2,315566,1,10,1,7,1,1,0,1,1,41,1
9918,31,2,149119,1,10,2,6,0,0,1,1,1,41,0
9074,55,2,39494,7,12,1,7,1,0,0,1,1,21,0
10750,65,2,298302,1,10,1,4,1,0,0,1,1,41,0
6548,62,2,111798,7,12,2,0,0,1,1,1,1,33,0
8748,27,2,488460,5,11,0,1,0,0,1,1,1,41,0
6621,54,2,31910,7,12,1,0,1,0,0,1,1,46,0
7622,36,2,133907,1,10,2,0,4,0,1,1,1,41,0
8037,52,2,243362,5,11,6,0,4,0,1,1,1,46,0
2082,49,2,182656,0,14,1,1,1,0,0,1,1,41,0
2285,24,2,87529,0,14,0,5,0,0,1,1,1,46,0
23381,58,3,42299,3,15,1,1,1,1,0,15025,1,41,0
30782,29,3,24154,12,7,1,4,2,3,1,1,1,41,0
1887,56,1,184426,5,11,1,8,1,0,0,1,1,100,0
4708,20,2,386379,5,11,0,4,3,0,0,1,1,21,0
15124,46,2,101657,12,7,0,9,0,2,0,1,1,41,36
31007,64,4,86591,1,10,1,1,2,0,1,1,1,33,0
10844,28,2,335422,0,14,0,3,0,0,1,1,1,21,0
31962,28,2,215874,1,10,0,9,3,1,0,1,1,41,0
29196,20,2,201179,1,10,0,5,0,0,1,1,1,31,0
31588,29,2,142713,0,14,0,1,0,0,0,1,1,51,0
4360,37,2,251092,0,14,1,3,1,0,0,1,1,61,0
8219,40,2,444220,1,10,1,6,2,1,1,1,1,46,0
9166,52,4,176752,0,14,1,3,1,0,0,1,1903,41,0
11106,31,1,255425,10,16,1,3,1,0,0,1,1,56,0
9383,52,1,181180,0,14,1,1,2,0,1,1,1,26,0
2391,23,2,189951,0,14,0,3,0,0,0,1,1,56,0
7058,50,1,110458,5,11,1,6,1,0,0,1,1,51,0
9391,42,2,145176,5,11,1,0,1,0,0,3104,1,41,0
27897,31,4,311914,1,10,1,0,2,0,1,1,1,41,0
11200,49,4,24367,7,12,1,11,1,3,0,1,1,41,0
11603,56,5,284527,11,4,1,5,1,0,0,1,1,41,1
10234,40,2,57692,1,10,1,2,1,0,0,7299,1,41,0
4872,40,2,172539,1,10,1,3,1,0,0,1,1,51,0
389,50,2,27899,1,10,1,1,1,0,0,1,1978,56,0
9714,31,2,155660,1,10,2,4,4,0,1,1,1,37,0
7528,49,3,113613,0,14,1,3,1,0,0,1,1,41,0
18364,31,1,146162,1,10,1,1,1,0,0,1,1888,51,0
27398,51,0,97779,1,10,1,11,1,0,0,1,1,41,0
29681,50,2,187371,3,15,1,1,1,0,0,15025,1,51,0
8995,21,2,390818,11,4,0,2,0,0,0,1,1,26,4
24696,47,2,72897,4,6,1,9,1,0,0,1,1,44,0
15148,36,2,100376,6,13,1,5,1,0,0,1,1888,46,0
7100,53,2,257757,7,12,2,0,0,0,1,1,1,41,10
29197,28,2,37251,5,11,1,9,1,0,0,1,1652,41,0
5182,26,2,218668,11,4,1,2,3,0,0,1,1,41,0
8000,36,2,399456,1,10,3,4,4,0,1,1,1,53,0
10106,57,2,133820,1,10,2,3,0,0,1,1,1,41,0
30999,30,2,304596,3,15,0,5,0,0,0,1,1,51,0
3374,47,2,192209,12,7,1,6,1,0,0,1,1,46,0
15384,33,2,154211,3,15,1,3,1,4,0,1,1903,46,28
31830,34,2,72339,10,16,1,1,1,2,0,1,1,66,28
23372,23,2,85390,1,10,0,10,3,0,0,1,1,41,0
3539,48,2,357849,1,10,1,6,1,0,0,1,1,41,0
19307,30,2,259227,2,8,0,9,3,0,0,1,1,49,0
13116,49,2,174387,3,15,1,3,1,0,0,1,1,41,24
3030,61,2,175274,1,10,6,9,4,0,1,1,1,41,0
3535,19,2,174733,1,10,0,4,5,1,0,1,1,37,0
2898,46,2,130562,2,8,0,5,0,1,1,1,1,36,0
17878,20,2,386379,1,10,0,4,0,0,0,1,1,36,0
19632,40,2,51265,2,8,2,4,3,0,0,1,1,41,0
8285,57,1,249369,1,10,3,1,0,0,0,1,1,71,0
22931,27,0,141839,0,14,1,1,1,1,0,1,1,41,0
19992,44,2,184379,0,14,1,3,1,0,0,1,1,36,0
13095,39,2,186192,1,10,2,5,0,0,0,1,1,61,0
8107,46,3,45892,5,11,2,0,4,0,0,1,1,43,0
10889,49,0,148739,5,11,2,4,3,0,0,1,1,41,0
20184,52,4,182986,1,10,1,0,2,0,1,1,1,41,0
1789,67,2,142724,11,4,3,2,4,0,1,1,1,41,6
12547,43,2,347891,0,14,1,1,1,0,0,1,1903,51,0
2085,38,2,49116,3,15,1,1,1,0,0,1,1,61,0
2598,42,2,183204,1,10,1,7,1,0,0,1,1,51,0
31065,53,4,153313,6,13,1,11,1,0,0,1,1,41,0
12974,41,2,167920,1,10,1,6,1,0,0,1,1,41,0
13468,31,2,169105,6,13,0,4,5,2,0,1,1,41,36
10177,61,2,355866,3,15,1,1,1,0,0,1,1,51,0
5948,40,2,327436,0,14,1,3,2,0,1,1,1,37,0
4509,24,2,164921,5,11,0,9,3,0,1,1,1,16,10
24079,35,2,115859,1,10,2,0,3,0,1,1,1,41,0
13820,37,2,139365,0,14,3,1,0,0,0,10521,1,41,38
9425,25,2,160262,3,15,0,3,0,2,0,1,1,21,25
9184,59,2,100304,15,9,1,6,1,0,0,1,1,41,0
15585,51,3,299832,5,11,2,0,4,0,1,1,881,41,0
28662,44,2,64507,5,11,2,4,0,0,0,1,1,31,0
114,41,2,103542,5,11,1,2,1,0,0,1,1,41,0
3367,37,2,84307,0,14,1,1,1,0,0,5014,1,51,0
5598,33,2,72592,1,10,1,6,1,0,0,1,1,41,0
28751,52,2,79325,5,11,1,5,1,0,0,1,1,41,0
14943,33,2,41211,1,10,1,6,1,0,0,1,1,41,0
31160,35,1,56965,1,10,1,7,1,0,0,1,1,36,0
15858,40,2,108541,1,10,1,5,1,0,0,1,1,41,0
10895,23,0,121472,0,14,0,3,0,0,1,1,1,41,0
1491,27,2,101151,1,10,2,1,0,0,1,1,1,42,0
10662,46,5,328611,5,11,1,1,1,0,0,1,1,56,0
13748,46,4,310261,0,14,1,3,1,0,0,1,1,51,0
23660,18,2,232714,12,7,0,6,0,0,0,595,1,31,0
14832,66,4,240167,2,8,1,7,1,0,0,1,1,36,0
22030,31,4,211655,3,15,1,3,1,0,0,1,1,41,0
11498,18,2,206384,2,8,0,2,3,0,0,1,1,18,0
15490,42,4,225979,7,12,4,6,4,1,0,1,1,41,0
17427,24,2,201665,1,10,1,0,5,0,0,1,1,41,0
9700,47,2,173462,5,11,1,5,2,0,1,1,1,41,0
2905,63,1,116627,9,17,6,1,0,0,1,1,1,41,0
29665,36,2,138442,1,10,1,2,1,0,0,1,1,36,0
2527,75,2,154348,1,10,0,7,0,0,0,1,1,11,0
2404,55,2,183612,5,11,1,5,1,0,0,3138,1,51,0
15920,36,2,61344,0,14,1,5,1,0,0,1,1,41,0
838,71,1,323988,8,5,1,6,1,0,0,1,1,9,0
23599,52,3,254212,3,15,6,5,4,0,0,1,1,51,24
5249,53,1,41497,5,11,1,5,1,0,0,1,1,46,0
25274,50,4,269528,3,15,1,3,1,0,0,7299,1,41,0
13958,91,2,272753,5,11,0,4,3,0,0,1,1,11,0
8482,27,2,247026,1,10,0,11,4,0,0,1,1,45,0
1250,52,5,229466,3,15,1,1,1,0,0,15025,1,51,0
7556,35,5,23779,0,14,2,1,0,0,0,1,1,51,0
14232,44,2,65546,1,10,0,6,0,0,1,1,1,47,0
27447,32,2,344201,1,10,1,1,1,0,0,1,1,41,0
27865,39,2,111129,6,13,1,1,1,0,0,1,1,41,0
3423,23,1,249047,5,11,0,4,3,0,0,1,1,36,0
27718,43,2,303389,5,11,1,1,1,0,0,1,1,66,0
28829,69,6,174696,5,11,3,8,4,0,1,1,1,26,0
29703,35,2,199228,1,10,2,7,0,0,0,1,1,51,0
8600,32,2,140207,1,10,1,9,1,0,0,1,1,41,0
30321,25,2,174044,0,14,0,4,0,0,0,1,1,41,0
6394,39,2,193946,1,10,0,7,0,0,0,1,1,41,0
10036,19,2,70022,2,8,0,4,3,0,0,1,1,16,0
3738,36,2,240468,5,11,4,7,0,1,1,1,1,41,0
15554,23,2,448627,5,11,0,5,3,0,0,1,1,41,0
26228,22,2,118402,5,11,0,4,0,0,1,1,1,31,0
13639,37,1,35946,8,5,1,9,1,0,0,7299,1,46,0
9779,29,2,258365,0,14,0,4,0,0,1,1,1,36,0
13593,29,2,130857,0,14,1,3,1,0,0,1,1,41,0
21119,54,3,186088,1,10,2,10,4,0,0,1,1,41,0
13608,37,0,235196,5,11,4,3,4,0,1,1,1,33,0
14675,49,2,167010,5,11,2,0,0,0,1,1,1,49,0
5937,30,2,69758,0,14,2,1,5,0,1,1,1,51,0
12230,55,2,108436,1,10,1,0,1,0,0,1,1,21,0
9046,24,2,522882,11,4,1,4,1,0,0,1,1,36,4
5333,59,2,163151,1,10,6,13,0,0,1,1,1,29,0
14711,85,4,135840,7,12,6,0,0,0,1,1,1,15,0
30884,58,3,66505,10,16,2,3,0,0,1,1,1,51,0
16191,32,2,113130,1,10,1,5,1,0,0,1,1,41,0
6171,42,4,248749,0,14,0,3,4,1,1,1,1,41,0
18895,36,2,30566,1,10,5,4,2,0,1,1,1,41,0
10062,57,4,238406,1,10,6,0,0,0,1,1,1,41,0
17140,49,2,99097,5,11,2,0,0,0,1,1,1591,39,0
1864,31,2,100735,0,14,0,10,0,0,1,1,1,41,0
12562,32,2,158292,1,10,1,0,1,0,0,1,1,41,0
20421,83,2,147730,11,4,6,4,4,0,0,1,1,21,0
15363,33,2,106542,11,4,1,4,5,0,0,1,1,41,0
4878,54,2,132305,5,11,2,0,5,0,1,1,1,41,0
10458,52,1,388497,5,11,2,6,0,0,0,1,1,9,6
6910,32,2,203489,5,11,1,5,1,0,0,1,1,45,0
11471,26,0,117394,0,14,1,1,2,0,1,1,1,39,0
3772,53,2,101753,7,12,1,7,1,0,0,1,1,57,0
30573,35,2,112565,1,10,1,7,1,0,0,1,1,46,0
23447,24,2,335571,5,11,0,2,3,0,0,1,1,36,0
13169,54,2,108084,8,5,1,8,1,0,0,1,1,46,0
13834,23,4,49415,5,11,0,0,3,3,1,1,1,41,0
3837,23,2,176132,5,11,1,1,1,1,0,1,1,41,0
12529,66,2,172511,5,11,6,3,0,0,1,1849,1,21,39
26766,50,2,129514,3,15,1,5,1,0,0,1,1,46,0
22726,42,2,288680,1,10,1,6,1,0,0,1,1,41,0
15580,31,2,186933,5,11,1,5,1,0,0,1,1,76,0
16110,19,2,193291,5,11,0,4,3,0,0,1,1722,21,0
25006,28,2,210499,1,10,1,6,1,0,0,5179,1,41,0
11452,24,2,188410,2,8,1,7,1,0,0,4509,1,26,0
12561,46,2,190089,1,10,3,0,4,0,1,1,1,31,0
12892,28,2,208726,6,13,0,5,0,0,0,1,1,43,0
14927,48,4,263985,1,10,1,4,1,1,0,1,1,41,6
4336,23,2,401336,5,11,0,4,4,1,1,1,1,31,0
5109,53,2,236181,0,14,3,4,0,0,0,1,1,51,0
26462,61,2,224645,12,7,1,5,1,0,0,1,1,41,0
3336,42,2,55396,5,11,3,4,4,0,0,1,1,41,0
10879,52,2,123012,0,14,2,1,0,0,0,1,2560,51,0
3971,55,2,240359,3,15,1,1,1,1,0,1,1,41,2
4221,36,2,169639,5,11,2,5,4,0,1,1,1,37,0
15109,54,2,167066,2,8,1,9,1,0,0,1,1,41,0
28983,34,2,339483,1,10,1,6,1,0,0,1,1,41,0
3441,21,2,161923,1,10,0,2,0,0,0,1,1,44,0
7649,44,2,115179,0,14,2,3,4,0,1,1,1,44,0
12813,27,2,174593,0,14,0,4,3,0,1,1,1,16,0
2983,28,2,267913,11,4,1,4,1,0,0,1,1,53,4
25934,48,2,503455,15,9,0,0,5,1,1,1,1,41,0
13976,39,2,129103,1,10,1,1,1,0,0,1,1,51,0
26417,25,2,113937,0,14,0,3,3,0,0,1,1,41,0
25648,33,1,84120,1,10,1,6,1,0,0,1,1,46,0
5621,37,2,176102,5,11,0,6,3,0,0,2175,1,61,0
13463,33,2,200402,1,10,0,1,0,0,0,1,1,41,15
2167,46,2,242392,0,14,1,1,1,0,0,1,1,41,0
10839,28,2,58125,0,14,0,3,0,1,1,1,1,41,0
8934,25,2,175255,5,11,0,7,0,1,0,1,1,41,0
6986,38,2,254974,1,10,1,2,2,0,1,1,1,41,0
31437,39,2,193027,2,8,1,6,1,0,0,1,1,41,0
22388,47,2,155490,6,13,1,6,1,0,0,1,1,45,0
21068,37,3,47311,5,11,2,1,4,1,1,1,1,41,0
3071,24,2,305610,6,13,0,3,0,0,1,1,1,53,0
12269,61,1,54554,1,10,1,6,1,0,0,1,1,21,0
8068,50,2,169712,7,12,1,3,1,0,0,1,1,41,10
16921,28,1,140864,4,6,1,6,1,0,0,1,1,41,0
604,36,1,194405,6,13,0,8,0,0,0,1,1,41,0
1840,24,2,228244,5,11,0,6,0,0,0,1,1,45,0
1069,64,2,201701,0,14,1,5,1,0,0,7299,1,41,0
3481,32,2,235390,8,5,0,2,0,0,1,1,1,31,22
5437,29,2,115678,5,11,1,9,1,0,0,1,1903,41,0
9360,51,2,150942,1,10,2,9,4,1,1,1,1,45,0
21644,53,0,254286,0,14,1,3,1,0,0,1,1,41,0
30074,31,3,48459,5,11,0,0,3,1,1,1,1,41,0
10975,30,2,176728,5,11,0,6,0,0,0,1,1,39,0
2653,63,1,162246,0,14,1,3,1,0,0,1,1,36,0
6668,39,2,262883,1,10,1,9,2,0,1,1,1,41,0
5078,40,2,269187,1,10,1,6,1,0,0,1,1,41,0
5315,34,4,352278,5,11,1,0,1,0,0,3104,1,46,0
17815,44,1,35237,5,11,1,8,1,0,0,1,1,85,0
4637,41,1,209834,5,11,1,6,1,0,0,1,1,61,0
12612,30,1,70605,1,10,1,8,1,0,0,3465,1,41,0
1591,27,4,46098,0,14,1,3,1,0,0,1,1,41,0
2423,49,5,49299,9,17,1,3,1,0,0,1,1903,51,0
27908,62,2,159823,8,5,1,6,1,0,0,7689,1,41,14
18214,38,2,119099,0,14,1,3,1,0,0,1,1,51,0
21239,45,2,291569,1,10,1,8,1,4,0,1,1,41,0
11331,24,2,108308,1,10,0,8,3,0,0,1,1,41,0
6561,27,2,167762,0,14,1,3,1,0,0,1,1,51,0
461,37,2,168171,1,10,1,6,1,0,0,1,1,41,6
2851,41,2,110863,0,14,1,5,1,0,0,1,1,51,0
26276,28,2,394928,0,14,1,5,1,0,0,1,1,56,0
20389,51,1,30732,7,12,0,4,0,0,0,1,1,51,0
27688,19,2,138918,2,8,0,5,3,1,1,1,1,11,0
13565,44,2,309933,0,14,1,6,1,0,0,1,1,41,0
20268,53,2,298216,0,14,1,6,1,0,0,1,1,51,0
22079,32,2,81847,1,10,1,0,1,2,0,1,1,41,0
13997,49,2,25469,3,15,2,1,0,0,0,100000,1,51,0
5398,36,2,360815,4,6,2,6,0,0,0,1,1,46,0
6638,59,2,282024,0,14,1,1,1,0,0,1,1,51,0
10848,33,2,330716,1,10,1,6,1,0,0,100000,1,41,0
21007,62,2,101266,5,11,2,0,4,0,1,1,1,44,0
5671,33,2,216362,5,11,1,11,1,1,0,1,1,17,0
6386,38,2,301569,15,9,0,4,3,0,1,1,1,41,0
12988,29,1,191028,1,10,2,8,0,0,0,1,1,41,0
3893,28,2,54862,5,11,0,5,0,0,0,1,1,33,0
2805,19,2,387569,12,7,0,5,3,0,0,1,1,11,0
19584,65,1,192696,11,4,1,8,1,0,0,1,1,71,9
34,27,2,43312,1,10,2,1,4,0,1,1,1,41,0
25348,47,2,35970,0,14,1,1,1,0,0,1,1,52,0
12011,25,2,181821,5,11,0,8,0,0,0,1,1,46,0
19246,54,2,89401,5,11,6,1,4,0,1,1,1,41,0
18258,46,2,114460,1,10,1,6,1,0,0,1,1,51,0
14872,35,2,118711,1,10,0,2,0,0,0,1,1,41,0
8045,56,5,79663,1,10,1,7,1,0,0,1,1,61,0
1770,30,2,52200,1,10,3,11,0,0,0,1,1,41,0
11723,62,5,61041,5,11,1,5,1,0,0,7689,1,37,0
8340,55,2,249950,5,11,2,9,0,1,1,1,1,41,0
15497,21,2,177288,1,10,0,0,0,0,1,1,1,31,0
16209,26,2,306514,5,11,1,0,1,0,0,1,1,46,0
9858,61,2,125833,1,10,2,3,0,0,1,1,1,73,9
29292,55,2,308088,5,11,1,10,1,0,0,1,1978,19,0
17812,37,2,36424,1,10,1,7,1,0,0,1,1,26,0
5225,44,2,316184,8,5,1,9,1,0,0,1,1,41,0
31309,44,0,47819,0,14,0,3,0,0,1,1,1,41,0
27878,39,3,261242,5,11,1,0,1,0,0,1,1,46,0
3799,29,2,132871,2,8,1,6,1,0,0,1,1,46,0
14869,29,2,214690,0,14,0,2,5,0,0,1,1,26,0
9874,56,5,209570,1,10,2,5,4,0,1,1,1,51,0
8834,32,4,162042,3,15,0,3,0,0,1,1,1,46,0
10927,23,2,124972,1,10,0,6,0,0,0,1,1,46,0
12598,34,1,343022,5,11,0,5,0,0,0,1,1,66,0
22335,40,2,184118,0,14,1,3,2,0,1,7689,1,21,0
12233,43,2,171352,1,10,1,2,1,0,0,1,1,41,0
9059,35,3,23941,5,11,2,1,0,3,0,1,1,41,0
15037,47,1,275626,0,14,2,4,4,2,1,1,1,61,5
15587,49,2,204991,1,10,0,10,4,1,1,1,1,34,2
24685,45,2,77314,5,11,2,0,4,0,1,1,1,39,0
18274,47,2,164750,5,11,1,1,1,0,0,1,1,41,0
11170,45,2,300529,2,8,1,0,1,0,0,1,1,41,0
4165,30,2,114159,0,14,0,10,0,0,1,1,1,41,0
10966,25,2,214957,2,8,0,1,0,0,0,1,1,46,0
29650,47,2,197732,7,12,3,9,4,0,0,1,1,41,0
4141,28,2,179682,7,12,3,10,3,0,1,1,1,41,0
25607,56,2,225366,1,10,6,4,4,0,1,1,1,31,0
13732,46,2,142890,1,10,2,6,4,0,0,1,1,45,0
12352,53,2,169183,4,6,6,4,0,0,1,1,1,26,6
1810,58,2,114496,1,10,1,1,1,0,0,1,1,61,0
19931,35,1,34573,7,12,1,1,1,0,0,1,1,61,0
3931,76,2,95986,11,4,6,4,4,1,0,1,1,11,0
28950,44,0,182255,5,11,2,0,4,0,1,1,1,41,0
13653,32,2,238817,7,12,1,10,1,0,0,1,1,41,0
3962,31,2,207254,7,12,1,6,1,0,0,1,1,41,8
5806,44,2,244420,1,10,0,9,4,1,1,1,1,41,0
28791,65,4,158413,1,10,6,0,0,0,1,1,1,41,0
9971,18,2,168808,8,5,0,6,0,0,0,1,1,46,0
7232,31,1,112359,5,11,1,1,1,0,0,1,1,41,0
12090,66,1,37093,7,12,1,8,1,0,0,1,1,26,0
6592,67,2,284022,1,10,6,5,0,0,1,1,1,41,0
10664,46,2,96799,11,4,2,7,4,0,0,1,1,41,0
3411,36,2,166236,5,11,0,9,0,1,1,1,1,31,0
16435,19,2,446772,5,11,0,0,3,0,0,1,1,26,0
21008,24,2,117790,0,14,0,3,0,0,1,1,1,61,0
2208,46,2,195919,1,10,1,5,1,0,0,1,1,61,0
9703,32,2,36223,1,10,4,2,0,0,0,1,1,66,0
2300,37,2,292571,1,10,0,0,3,0,1,3326,1,41,0
19863,54,1,168540,4,6,1,8,1,0,0,1,1,71,0
11632,44,2,190886,8,5,6,4,4,0,1,1,1,39,4
9226,43,2,152569,1,10,6,5,4,3,1,1,1,41,0
315,25,2,191955,5,11,0,9,0,0,0,1,1,41,0
22529,23,2,185453,0,14,0,1,3,0,1,1,1,41,0
17438,52,3,97935,0,14,1,8,1,0,0,5179,1,41,0
21076,46,3,235892,6,13,0,0,0,0,0,1,1,41,15
22363,47,2,166547,5,11,2,0,0,0,1,1,1,25,0
10761,28,2,130493,2,8,2,6,4,4,0,1,1,36,0
7224,33,2,210563,7,12,2,6,3,0,0,1,1,47,0
1805,31,2,193247,1,10,0,11,0,0,0,1,1,41,0
3680,34,2,247206,0,14,1,11,1,1,0,1,1,41,8
2076,52,2,161483,1,10,2,4,4,0,1,1,1,39,0
9826,18,2,226504,2,8,0,5,3,0,1,1,1,21,0
15815,24,2,233281,0,14,2,0,0,0,1,8615,1,71,0
9124,50,2,403062,13,3,0,9,5,0,1,1,1,41,4
10946,72,4,94359,1,10,1,4,1,0,0,1,1,7,0
3699,31,2,328735,12,7,0,9,4,0,1,1,1,41,0
14537,41,2,132223,1,10,0,4,0,0,0,1,1,41,0
19092,45,2,195882,5,11,2,1,5,0,1,1,1,46,0
2867,18,2,175110,2,8,0,4,3,0,0,1,1,26,0
2008,29,2,246596,1,10,0,6,3,0,0,1,1,71,0
28520,30,2,267990,1,10,1,6,1,0,0,1,1,46,0
22573,47,3,97864,7,12,1,0,1,0,0,5179,1,41,0
28169,31,2,262995,5,11,2,6,0,1,0,1,1,41,0
21149,20,2,106274,5,11,0,5,3,0,1,1,1,39,0
23847,67,4,157943,1,10,6,7,0,1,1,1,1,41,0
6270,56,2,234328,5,11,1,6,1,0,0,1,1,41,0
3085,21,1,157146,5,11,0,8,3,0,0,1,2259,11,0
16972,35,0,355701,1,10,4,0,4,0,1,1,1,21,0
27773,18,2,57724,2,8,0,5,3,0,0,1,1,31,0
3577,54,0,50049,9,17,1,3,1,0,0,7689,1,51,0
19443,37,4,32588,5,11,1,0,1,3,0,1,1,41,0
22967,26,2,256621,0,14,4,1,0,0,0,1,1,41,0
18701,35,4,209214,0,14,0,3,5,1,0,1,1,16,0
5559,46,2,230980,5,11,3,0,0,0,1,1,1,41,0
13075,21,2,155819,1,10,0,4,3,0,1,1,1,21,0
32138,51,5,121442,2,8,0,1,5,0,0,1,2445,41,0
27528,23,2,254294,15,9,0,2,0,0,0,1,1,41,0
14195,44,4,300100,0,14,2,0,0,0,1,1,1,35,0
14049,27,2,96646,9,17,0,6,5,1,0,1,1,21,0
252,25,2,313957,0,14,1,3,1,0,0,1,1,41,0
10857,36,2,102977,1,10,2,1,0,0,0,1,1,51,0
1433,39,4,274246,6,13,0,3,0,0,0,1,1,41,0
24503,39,2,31965,4,6,1,0,1,0,0,1,1,41,0
19732,25,2,204936,3,15,0,0,0,0,0,1,1,57,0
21373,51,2,188187,3,15,2,5,0,0,1,1,1591,46,0
2698,25,1,162689,1,10,1,6,1,0,0,1,1,41,0
14360,37,1,66884,5,11,1,6,1,0,0,1,1,61,0
1636,28,2,284197,12,7,2,4,0,0,1,1,1,41,0
21258,70,2,182863,1,10,0,7,0,0,0,15832,1,41,0
13860,23,2,105593,6,13,0,7,0,0,0,1,1,46,0
13305,40,2,269169,0,14,1,3,1,2,0,1,1,46,27
3036,55,2,127705,8,5,4,6,0,0,0,1,1,41,0
18836,20,2,28120,5,11,0,4,3,0,1,1,1,5,0
15725,24,2,51986,1,10,0,7,0,0,0,1,1,39,0
409,39,2,272477,0,14,1,3,2,0,1,1,1,25,0
32344,35,2,121967,0,14,3,0,0,0,1,1,1,46,0
25025,61,2,121320,8,5,1,9,1,0,0,3138,1,41,14
25289,34,2,181389,1,10,4,4,4,0,1,1,1,41,0
27003,44,5,240505,5,11,1,1,1,0,0,1,1,71,0
10799,46,4,215863,9,17,1,1,1,0,0,7689,1,46,0
9370,37,2,180151,15,9,2,2,0,0,0,1,1,41,0
28245,45,2,116359,0,14,1,5,1,2,0,1,1,41,0
7145,30,2,108707,5,11,1,10,2,0,1,1,1,41,0
10245,55,2,38796,4,6,4,6,4,0,0,1,1,41,0
23777,48,2,33866,5,11,2,1,0,0,1,1,1,49,0
21291,48,5,239322,0,14,1,5,1,0,0,1,1,41,0
18526,23,2,46646,0,14,0,3,0,0,1,1,1,10,0
3827,24,2,27777,5,11,1,7,1,0,0,1,1,25,0
3031,26,2,25498,5,11,0,7,0,0,0,4102,1,41,0
10547,37,2,144155,1,10,2,1,0,0,1,1,1,41,0
17036,31,2,342710,1,10,1,10,1,0,0,1,1,41,0
5497,78,4,120409,5,11,1,11,1,0,0,1,1,21,0
10789,31,2,176472,1,10,2,4,4,0,1,1,1,39,0
28022,31,2,161600,1,10,1,2,1,0,0,1,1,41,0
4598,31,2,210542,1,10,2,6,0,0,1,1,1,41,0
18329,40,2,81488,5,11,2,1,4,0,1,1,626,41,0
29326,24,2,55216,0,14,0,5,3,0,0,1,1,56,0
4694,47,2,155660,5,11,1,6,1,0,0,15025,1,46,0
2164,36,0,37315,7,12,0,6,0,0,0,1,1,41,0
2051,54,2,302869,0,14,1,5,1,0,0,1,1,51,0
12386,29,4,356090,0,14,0,3,5,0,0,1,1,51,0
12705,20,2,219672,5,11,0,3,0,0,1,1,1,21,0
29459,30,2,228861,5,11,1,1,1,0,0,1,1888,51,0
22352,27,2,377755,1,10,0,9,0,0,0,1,1,41,0
24800,38,1,188564,5,11,1,1,1,0,0,4387,1,51,0
2501,32,1,161746,0,14,3,1,0,0,0,1,1981,61,0
15263,54,4,394766,3,15,1,1,1,0,0,1,1,41,0
4760,55,2,200099,0,14,2,5,0,1,1,1,1,61,0
9752,39,2,255942,3,15,0,1,0,0,1,10521,1,51,0
12606,28,2,66474,0,14,1,1,1,0,0,1,1,41,0
26343,42,2,222597,0,14,1,5,1,0,0,15025,1,46,0
14248,29,2,220657,2,8,0,1,0,1,0,1,1,41,0
2388,20,1,63575,5,11,0,8,3,0,0,1,1,41,0
13132,51,4,168673,3,15,1,3,2,0,1,1,1903,41,0
17102,62,4,177190,0,14,1,3,1,0,0,1,1,43,0
19331,24,4,210030,5,11,0,0,3,0,1,1,1,21,0
30024,47,2,184633,7,12,1,6,1,0,0,1,1,51,0
19606,47,2,35407,8,5,4,4,0,0,1,1,1,33,0
14863,39,2,194539,7,12,1,9,1,0,0,1,1,49,0
31900,38,2,271014,1,10,2,2,0,0,0,1,1,41,0
2322,49,2,232150,0,14,2,10,3,0,1,1,1,41,0
2489,38,4,484476,0,14,0,4,0,1,0,1,1,61,0
7595,23,2,333911,5,11,0,10,0,0,1,1,1,44,0
27997,36,2,98987,8,5,0,9,3,0,1,1,1,31,0
14116,31,2,36341,1,10,0,0,4,0,1,1,1,25,0
12625,52,2,160725,9,17,1,3,1,2,0,1,1,100,5
11657,51,2,128479,1,10,1,6,1,0,0,1,1,61,0
4487,21,2,22967,5,11,0,4,3,0,0,1,1,13,9
24062,25,2,237342,5,11,1,3,2,0,1,1,1,41,0
21782,67,2,313256,5,11,1,5,1,0,0,1,1,25,0
7389,30,2,233422,0,14,1,6,1,0,0,3412,1,46,0
19423,26,2,211425,0,14,0,4,3,0,0,1,1,41,0
14438,27,0,36742,0,14,0,3,0,0,1,1,1,21,0
7950,39,4,414792,1,10,1,7,1,0,0,1,1,41,0
10154,29,2,308996,5,11,0,0,3,1,1,1,1,41,2
9430,44,2,149103,0,14,1,0,1,0,0,1,1,41,0
8838,19,2,200877,2,8,0,7,3,0,0,1,1,17,0
4570,54,2,173755,1,10,1,2,1,0,0,1,1,41,0
3197,52,5,180196,1,10,1,5,1,0,0,1,1,51,0
11318,39,3,290625,7,12,0,0,0,0,1,1,1,41,0
9639,47,2,330088,0,14,1,1,1,0,0,1,1,56,0
2548,60,4,100777,7,12,2,0,0,0,1,1,1,41,0
22489,38,1,203829,1,10,1,5,1,0,0,1,1,46,0
8899,66,2,196175,12,7,2,2,0,0,1,1,1,29,0
29301,40,2,176635,6,13,0,10,0,0,1,1,1,41,0
8536,78,5,192231,5,11,1,1,1,0,0,1,1,41,0
28326,48,2,347026,3,15,2,3,0,0,1,1,1,41,0
3634,33,2,127896,1,10,0,9,3,1,1,1,1,41,0
1638,35,5,175762,0,14,1,3,1,0,0,1,1,61,0
